PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
674,1,2,Passenger 674,female,66,1,0,A/5 21171,478.5325383641238,B456,S
675,1,1,Passenger 675,male,31,0,1,A/5 21171,116.21343706640572,E789,Q
676,1,3,Passenger 676,male,22,2,1,A/5 21171,305.35830536783254,C123,C
677,0,1,Passenger 677,female,41,2,2,A/5 21171,241.6876729421116,nan,S
678,0,1,Passenger 678,male,72,0,1,A/5 21171,510.44225322349456,C123,C
679,0,2,Passenger 679,female,73,2,2,A/5 21171,240.53509652589622,nan,Q
680,0,3,Passenger 680,male,31,0,2,A/5 21171,508.1040938568609,nan,C
681,0,3,Passenger 681,male,69,1,1,A/5 21171,313.2829483699809,B456,S
682,1,3,Passenger 682,male,60,2,0,A/5 21171,452.8211164829291,B456,S
683,0,3,Passenger 683,female,37,0,0,A/5 21171,224.54161265199758,E789,C
684,0,1,Passenger 684,male,40,0,2,A/5 21171,390.3736593283012,E789,C
685,1,1,Passenger 685,female,13,0,0,A/5 21171,147.04730527882933,E789,C
686,1,3,Passenger 686,male,53,1,0,A/5 21171,486.51314487530783,C123,S
687,1,2,Passenger 687,male,11,1,0,A/5 21171,194.7973905906109,nan,S
688,1,3,Passenger 688,male,50,2,2,A/5 21171,450.13220327113066,nan,C
689,1,2,Passenger 689,male,55,0,2,A/5 21171,419.8609424774302,C123,S
690,0,3,Passenger 690,male,7,0,0,A/5 21171,78.88148601761277,E789,Q
691,0,3,Passenger 691,female,52,2,0,A/5 21171,461.67338670914694,E789,C
692,0,3,Passenger 692,male,67,1,2,A/5 21171,433.7357271549492,B456,C
693,0,3,Passenger 693,female,61,2,2,A/5 21171,367.01962126043276,C123,Q
694,0,2,Passenger 694,female,15,2,1,A/5 21171,413.98735642979193,B456,S
695,0,2,Passenger 695,female,73,1,1,A/5 21171,109.97813104892236,E789,S
696,1,1,Passenger 696,male,50,1,2,A/5 21171,262.0194807401108,C123,Q
697,0,3,Passenger 697,female,62,2,1,A/5 21171,78.380243061505,E789,C
698,1,2,Passenger 698,male,2,2,0,A/5 21171,220.1713329783696,E789,Q
699,0,2,Passenger 699,male,12,1,0,A/5 21171,53.84056745048806,nan,S
700,1,3,Passenger 700,male,8,0,2,A/5 21171,57.77727208153435,nan,S
701,0,2,Passenger 701,female,35,1,2,A/5 21171,167.81511317695308,nan,C
702,0,3,Passenger 702,male,73,0,1,A/5 21171,73.97212627400033,C123,Q
703,1,1,Passenger 703,male,41,2,0,A/5 21171,505.0654614274355,C123,S
704,0,3,Passenger 704,male,50,2,0,A/5 21171,47.86697961570701,C123,Q
705,0,2,Passenger 705,female,18,2,2,A/5 21171,503.46898814357695,B456,C
706,1,1,Passenger 706,female,59,2,1,A/5 21171,471.9584305964425,C123,S
707,0,2,Passenger 707,female,59,2,1,A/5 21171,139.23439515239556,E789,Q
708,1,2,Passenger 708,male,15,0,2,A/5 21171,370.8722737367327,E789,S
709,0,3,Passenger 709,male,25,1,0,A/5 21171,46.24296429579135,C123,S
710,1,2,Passenger 710,male,40,2,0,A/5 21171,316.1181538780492,C123,Q
711,1,1,Passenger 711,male,26,1,0,A/5 21171,60.202873715633395,B456,S
712,0,3,Passenger 712,male,50,1,1,A/5 21171,365.88260099519766,E789,C
713,0,3,Passenger 713,male,71,2,0,A/5 21171,364.4431743977831,B456,Q
714,1,3,Passenger 714,male,5,2,1,A/5 21171,294.6068354950934,B456,C
715,0,3,Passenger 715,male,35,0,0,A/5 21171,349.5185043978346,B456,Q
716,0,1,Passenger 716,male,6,0,2,A/5 21171,431.7089558093697,C123,S
717,0,3,Passenger 717,male,78,1,1,A/5 21171,292.220101851003,C123,Q
718,0,1,Passenger 718,female,68,1,1,A/5 21171,135.20810596274148,B456,C
719,0,3,Passenger 719,male,26,2,0,A/5 21171,75.5043961238797,nan,S
720,1,2,Passenger 720,female,28,1,1,A/5 21171,249.7065384217915,B456,C
721,1,2,Passenger 721,female,48,0,0,A/5 21171,433.11045092726016,nan,C
722,0,1,Passenger 722,male,25,0,0,A/5 21171,227.4412280986155,E789,C
723,0,1,Passenger 723,female,76,0,2,A/5 21171,35.70891075492647,C123,Q
724,0,2,Passenger 724,male,13,1,2,A/5 21171,340.4615365557674,nan,Q
725,0,1,Passenger 725,male,59,2,1,A/5 21171,224.7834367179371,nan,S
726,0,2,Passenger 726,male,43,2,0,A/5 21171,223.0930905728385,B456,Q
727,0,3,Passenger 727,female,2,0,2,A/5 21171,89.0277828269441,E789,C
728,0,2,Passenger 728,female,43,0,1,A/5 21171,3.586395448571236,E789,S
729,0,3,Passenger 729,female,59,2,0,A/5 21171,416.06279999443467,C123,S
730,1,2,Passenger 730,male,33,1,2,A/5 21171,43.29479646167416,C123,S
731,1,3,Passenger 731,female,9,1,2,A/5 21171,409.43298194413103,nan,Q
732,0,1,Passenger 732,female,24,2,0,A/5 21171,253.16063005857714,C123,C
733,0,2,Passenger 733,male,25,0,2,A/5 21171,107.64740610679232,E789,Q
734,1,3,Passenger 734,female,27,0,0,A/5 21171,251.4055753699517,E789,S
735,0,1,Passenger 735,female,38,2,1,A/5 21171,502.35233640535864,C123,Q
736,0,2,Passenger 736,male,57,0,1,A/5 21171,266.90287834794344,C123,Q
737,1,2,Passenger 737,female,5,0,1,A/5 21171,113.61757960614678,nan,C
738,1,3,Passenger 738,female,31,2,1,A/5 21171,298.47513718381475,E789,S
739,1,1,Passenger 739,female,76,0,1,A/5 21171,242.81907445533344,B456,S
740,0,3,Passenger 740,male,58,2,1,A/5 21171,139.56457441400602,C123,C
741,1,1,Passenger 741,female,10,2,2,A/5 21171,81.86143916809681,C123,C
742,0,3,Passenger 742,female,74,1,2,A/5 21171,295.58896833985966,C123,S
743,0,2,Passenger 743,male,16,0,0,A/5 21171,207.63202883777097,C123,S
744,1,3,Passenger 744,female,14,1,1,A/5 21171,369.31827766874653,nan,C
745,1,3,Passenger 745,male,36,1,0,A/5 21171,310.937352593706,E789,Q
746,1,3,Passenger 746,male,51,2,1,A/5 21171,505.18333152791115,nan,C
747,1,2,Passenger 747,male,4,1,1,A/5 21171,492.1544458937894,C123,Q
748,0,1,Passenger 748,female,3,2,0,A/5 21171,423.2206912953991,nan,Q
749,1,2,Passenger 749,male,9,1,0,A/5 21171,489.08956433887596,B456,Q
750,1,1,Passenger 750,male,45,1,2,A/5 21171,145.89497755040816,E789,S
751,0,2,Passenger 751,female,24,1,0,A/5 21171,325.21473670777465,nan,Q
752,1,2,Passenger 752,male,69,2,2,A/5 21171,271.7037982215319,E789,Q
753,0,1,Passenger 753,female,22,2,2,A/5 21171,126.55363228575928,C123,S
754,0,3,Passenger 754,female,21,0,0,A/5 21171,191.6454586364431,nan,S
755,1,2,Passenger 755,male,29,0,0,A/5 21171,130.22297015948217,B456,C
756,0,2,Passenger 756,female,79,1,2,A/5 21171,480.31325704176203,nan,Q
757,0,2,Passenger 757,male,11,1,0,A/5 21171,131.33241664092822,nan,C
758,0,3,Passenger 758,male,27,0,2,A/5 21171,1.7862028934440828,B456,C
759,0,1,Passenger 759,female,5,0,2,A/5 21171,260.13324026941586,C123,S
760,1,3,Passenger 760,male,41,1,1,A/5 21171,118.18823738398241,E789,Q
761,1,2,Passenger 761,male,12,1,0,A/5 21171,273.10856512430246,E789,Q
762,0,1,Passenger 762,female,49,2,2,A/5 21171,178.82715835160778,nan,Q
763,0,3,Passenger 763,male,28,0,2,A/5 21171,350.5147000580155,B456,C
764,1,1,Passenger 764,male,50,1,2,A/5 21171,88.00753298002978,E789,Q
765,1,2,Passenger 765,male,68,1,1,A/5 21171,344.5047282661825,E789,S
766,0,2,Passenger 766,female,45,2,2,A/5 21171,59.41751558997144,nan,S
767,0,2,Passenger 767,male,12,0,2,A/5 21171,77.81050195500906,E789,Q
768,0,1,Passenger 768,male,70,1,0,A/5 21171,291.2470420419987,E789,Q
769,0,3,Passenger 769,female,76,2,0,A/5 21171,25.568554629418294,B456,C
770,1,3,Passenger 770,female,8,1,1,A/5 21171,43.11222635773303,B456,S
771,1,3,Passenger 771,female,11,2,2,A/5 21171,14.497274842415111,C123,C
772,1,2,Passenger 772,male,49,1,0,A/5 21171,344.05757901607626,C123,Q
773,0,2,Passenger 773,female,18,0,2,A/5 21171,343.0302722346401,nan,Q
774,0,1,Passenger 774,male,64,0,1,A/5 21171,364.3478556395867,E789,C
775,0,2,Passenger 775,female,57,0,0,A/5 21171,494.1628516322569,nan,S
776,0,1,Passenger 776,female,22,0,1,A/5 21171,169.75205132406825,B456,C
777,1,1,Passenger 777,female,38,1,1,A/5 21171,296.7526217888551,nan,C
778,0,3,Passenger 778,female,16,2,2,A/5 21171,298.57359338591624,C123,Q
779,1,2,Passenger 779,male,55,1,0,A/5 21171,485.0415278363494,nan,C
780,0,3,Passenger 780,male,56,1,2,A/5 21171,223.99457723282848,C123,C
781,0,2,Passenger 781,female,66,0,0,A/5 21171,11.766258335321025,nan,S
782,0,2,Passenger 782,male,31,0,2,A/5 21171,372.459289370717,B456,S
783,1,1,Passenger 783,female,52,2,1,A/5 21171,362.54366706675614,C123,C
784,0,3,Passenger 784,male,1,1,0,A/5 21171,124.88807885926414,nan,C
785,0,1,Passenger 785,female,8,2,2,A/5 21171,4.8088082584176925,E789,S
786,0,1,Passenger 786,female,21,2,0,A/5 21171,419.81975092963194,nan,Q
787,1,3,Passenger 787,male,28,2,0,A/5 21171,487.7052769281763,E789,S
788,0,3,Passenger 788,male,64,2,1,A/5 21171,206.33496497351732,B456,Q
789,0,1,Passenger 789,male,29,1,0,A/5 21171,234.8619173422963,B456,C
790,1,1,Passenger 790,female,56,2,1,A/5 21171,215.24706677521735,C123,Q
791,0,1,Passenger 791,male,38,1,2,A/5 21171,374.57178182541406,nan,S
792,0,1,Passenger 792,male,50,0,0,A/5 21171,263.2637328470578,E789,S
793,1,3,Passenger 793,female,20,2,2,A/5 21171,101.53280823811255,B456,Q
794,1,3,Passenger 794,female,6,1,2,A/5 21171,43.29562539300827,E789,S
795,0,3,Passenger 795,male,9,1,2,A/5 21171,212.07347177439004,C123,Q
796,0,3,Passenger 796,female,33,1,1,A/5 21171,162.38154544620073,B456,S
797,0,1,Passenger 797,male,1,1,0,A/5 21171,214.95910643289014,E789,C
798,0,3,Passenger 798,male,41,2,2,A/5 21171,340.15562871094494,nan,C
799,1,1,Passenger 799,male,42,2,1,A/5 21171,257.6521133963862,nan,S
800,0,2,Passenger 800,male,71,2,1,A/5 21171,339.066853433041,C123,C
801,0,3,Passenger 801,female,42,2,2,A/5 21171,238.60777851548613,E789,C
802,1,1,Passenger 802,male,30,0,1,A/5 21171,136.3374088182551,B456,S
803,0,2,Passenger 803,male,9,0,1,A/5 21171,20.980069338845613,E789,Q
804,0,1,Passenger 804,male,59,1,2,A/5 21171,498.89478414399736,E789,Q
805,0,3,Passenger 805,female,46,0,0,A/5 21171,431.53296893544837,nan,Q
806,1,2,Passenger 806,female,17,2,2,A/5 21171,316.69808419880763,C123,C
807,0,1,Passenger 807,female,74,0,2,A/5 21171,242.82287276736471,B456,C
808,0,2,Passenger 808,male,21,0,1,A/5 21171,259.75992474241826,B456,C
809,0,1,Passenger 809,male,58,2,2,A/5 21171,39.39794552288718,C123,Q
810,1,3,Passenger 810,female,35,2,1,A/5 21171,23.614155768354212,nan,S
811,1,3,Passenger 811,female,44,1,2,A/5 21171,56.376394632126214,B456,Q
812,1,3,Passenger 812,male,60,1,0,A/5 21171,161.48407245157583,nan,Q
813,0,2,Passenger 813,male,17,0,0,A/5 21171,246.95970606596774,E789,C
814,0,3,Passenger 814,male,36,0,0,A/5 21171,355.50705763093526,E789,S
815,0,2,Passenger 815,female,37,1,0,A/5 21171,356.698259301505,B456,Q
816,1,2,Passenger 816,male,16,0,2,A/5 21171,159.80929027196373,E789,S
817,0,2,Passenger 817,female,61,0,0,A/5 21171,222.83198953519377,E789,S
818,0,3,Passenger 818,female,6,2,0,A/5 21171,472.3683720663215,E789,Q
819,0,1,Passenger 819,male,57,1,0,A/5 21171,85.6419453046916,C123,Q
820,0,1,Passenger 820,female,24,2,2,A/5 21171,234.85237390375144,nan,C
821,0,1,Passenger 821,male,7,1,0,A/5 21171,431.5345392047995,B456,Q
822,0,1,Passenger 822,male,55,0,0,A/5 21171,392.70504785097023,E789,C
823,0,1,Passenger 823,female,79,0,1,A/5 21171,156.16006393541528,C123,C
824,1,1,Passenger 824,male,50,2,0,A/5 21171,142.28968681768546,C123,Q
825,0,2,Passenger 825,female,10,0,0,A/5 21171,242.4064032529931,B456,Q
826,1,1,Passenger 826,male,10,0,0,A/5 21171,287.12138573271415,B456,Q
827,0,3,Passenger 827,male,26,2,0,A/5 21171,478.95514757080235,E789,C
828,1,3,Passenger 828,female,3,2,1,A/5 21171,380.118757564768,C123,Q
829,0,3,Passenger 829,male,9,2,2,A/5 21171,460.8581781923775,B456,C
830,0,1,Passenger 830,female,51,0,1,A/5 21171,456.3975181280483,C123,C
831,0,1,Passenger 831,female,71,1,1,A/5 21171,201.9001698045206,nan,Q
832,0,3,Passenger 832,female,77,0,2,A/5 21171,336.6321100485299,C123,Q
833,0,1,Passenger 833,male,58,2,0,A/5 21171,77.96348750245787,C123,C
834,1,3,Passenger 834,female,72,2,2,A/5 21171,297.28716796253434,E789,C
835,0,3,Passenger 835,female,45,1,0,A/5 21171,397.48124305041716,nan,S
836,0,3,Passenger 836,male,36,0,1,A/5 21171,96.7609459350814,E789,Q
837,0,2,Passenger 837,male,77,2,1,A/5 21171,193.57676753050492,nan,Q
838,0,1,Passenger 838,female,79,0,1,A/5 21171,488.131690720137,B456,Q
839,0,1,Passenger 839,male,24,0,1,A/5 21171,506.21622625228883,nan,C
840,0,2,Passenger 840,female,30,2,0,A/5 21171,256.7702430039325,B456,C
841,0,3,Passenger 841,male,74,0,1,A/5 21171,384.2014453957309,nan,Q
842,0,3,Passenger 842,male,6,0,0,A/5 21171,94.02815476791399,C123,Q
843,1,2,Passenger 843,female,58,2,1,A/5 21171,336.1501063046738,nan,Q
844,1,3,Passenger 844,female,1,0,2,A/5 21171,416.12356674091893,E789,S
845,1,1,Passenger 845,male,2,0,0,A/5 21171,278.3756314194844,nan,C
846,0,2,Passenger 846,female,48,2,1,A/5 21171,504.07809453533343,E789,C
847,1,3,Passenger 847,female,45,2,2,A/5 21171,180.07502729919554,C123,Q
848,0,1,Passenger 848,female,13,1,1,A/5 21171,376.2272636752808,C123,Q
849,0,1,Passenger 849,female,33,2,0,A/5 21171,44.75617646782542,B456,S
850,0,2,Passenger 850,male,4,1,1,A/5 21171,358.41350893978483,C123,Q
851,1,3,Passenger 851,female,63,0,2,A/5 21171,501.99946635806833,nan,Q
852,1,3,Passenger 852,male,26,1,1,A/5 21171,257.14114610242814,B456,C
853,0,1,Passenger 853,female,27,2,2,A/5 21171,213.72954287727873,B456,C
854,0,1,Passenger 854,female,13,2,1,A/5 21171,43.90547847951038,nan,Q
855,0,3,Passenger 855,female,4,1,1,A/5 21171,270.8390059902332,nan,Q
856,0,1,Passenger 856,female,12,1,1,A/5 21171,502.58074036643217,C123,S
857,1,3,Passenger 857,female,78,1,1,A/5 21171,198.1784693566039,B456,Q
858,1,2,Passenger 858,male,70,1,0,A/5 21171,276.2250173697796,nan,Q
859,0,3,Passenger 859,male,43,2,1,A/5 21171,85.35679994844122,B456,S
860,0,3,Passenger 860,female,9,0,2,A/5 21171,447.6713846764596,nan,S
861,0,3,Passenger 861,male,50,1,2,A/5 21171,63.42902728398316,E789,Q
862,0,2,Passenger 862,male,30,1,2,A/5 21171,473.9471571984428,B456,S
863,1,3,Passenger 863,female,57,0,1,A/5 21171,449.3104242439527,nan,C
864,1,2,Passenger 864,male,29,2,2,A/5 21171,173.98297668788965,C123,C
865,1,2,Passenger 865,male,25,0,0,A/5 21171,78.29942711790066,C123,C
866,1,1,Passenger 866,male,63,1,1,A/5 21171,22.861810136301102,B456,S
867,1,3,Passenger 867,female,74,1,1,A/5 21171,142.48528095695335,B456,Q
868,0,2,Passenger 868,female,52,0,1,A/5 21171,464.90554563684327,E789,Q
869,1,2,Passenger 869,female,15,2,0,A/5 21171,277.81082067808757,E789,Q
870,1,1,Passenger 870,male,69,1,0,A/5 21171,347.9580019854545,B456,S
871,1,3,Passenger 871,male,63,1,0,A/5 21171,267.4317298441023,E789,C
872,0,3,Passenger 872,male,54,2,1,A/5 21171,265.49656799,E789,S
873,1,1,Passenger 873,male,35,2,1,A/5 21171,505.1568475057134,E789,S
874,0,2,Passenger 874,female,21,2,0,A/5 21171,417.4711176977702,B456,Q
875,0,1,Passenger 875,male,30,2,2,A/5 21171,290.0735296399546,E789,S
876,0,3,Passenger 876,female,18,0,2,A/5 21171,249.1107820678798,B456,Q
877,0,2,Passenger 877,male,18,2,1,A/5 21171,247.4552108264791,E789,S
878,1,1,Passenger 878,female,70,2,1,A/5 21171,392.4426113816855,B456,C
879,0,1,Passenger 879,male,25,1,1,A/5 21171,433.54628661989443,nan,Q
880,0,3,Passenger 880,male,74,1,1,A/5 21171,127.74649888533777,nan,Q
881,1,1,Passenger 881,male,19,0,0,A/5 21171,0.4409056288576604,nan,C
882,0,2,Passenger 882,male,29,0,1,A/5 21171,105.89664055515081,E789,C
883,1,3,Passenger 883,male,64,1,0,A/5 21171,118.58017592943142,nan,Q
884,1,2,Passenger 884,female,68,1,2,A/5 21171,350.36189956085946,nan,C
885,0,1,Passenger 885,female,9,1,2,A/5 21171,484.1322569346479,C123,Q
886,0,2,Passenger 886,male,74,0,1,A/5 21171,20.947242525340922,nan,Q
887,0,3,Passenger 887,male,48,1,1,A/5 21171,195.9159264491576,nan,S
888,0,1,Passenger 888,male,28,0,1,A/5 21171,178.24432640413215,E789,Q
889,0,3,Passenger 889,female,78,0,0,A/5 21171,378.34224830399467,E789,S
890,1,2,Passenger 890,male,76,0,2,A/5 21171,41.61722206664021,C123,Q
891,1,2,Passenger 891,male,56,1,2,A/5 21171,142.10388842442606,C123,Q
